row_id,microbusiness_density
1043_2022-12-01,2.6951327323913574
1043_2023-01-01,2.6951327323913574
1043_2023-02-01,2.6951327323913574
1043_2023-03-01,2.6951327323913574
1043_2023-04-01,2.6951327323913574
1043_2023-05-01,2.6951327323913574
1043_2023-06-01,2.6951327323913574
1045_2022-11-01,1.7658944129943848
1045_2022-12-01,1.7658944129943848
1045_2023-01-01,1.7658944129943848
1045_2023-02-01,1.7658944129943848
1045_2023-03-01,1.7658944129943848
1045_2023-04-01,1.7658944129943848
1045_2023-05-01,1.7658944129943848
1045_2023-06-01,1.7658944129943848
1047_2022-11-01,1.4795728921890259
1047_2022-12-01,1.4795728921890259
1047_2023-01-01,1.4795728921890259
1047_2023-02-01,1.4795728921890259
1047_2023-03-01,1.4795728921890259
1047_2023-04-01,1.4795728921890259
1047_2023-05-01,1.4795728921890259
1047_2023-06-01,1.4795728921890259
1049_2022-11-01,2.2773280143737793
1049_2022-12-01,2.2773280143737793
1049_2023-01-01,2.2773280143737793
1049_2023-02-01,2.2773280143737793
1049_2023-03-01,2.2773280143737793
1049_2023-04-01,2.2773280143737793
1049_2023-05-01,2.2773280143737793
1049_2023-06-01,2.2773280143737793
1051_2022-11-01,3.258711338043213
1051_2022-12-01,3.258711338043213
1051_2023-01-01,3.258711338043213
1051_2023-02-01,3.258711338043213
1051_2023-03-01,3.258711338043213
1051_2023-04-01,3.258711338043213
1051_2023-05-01,3.258711338043213
1051_2023-06-01,3.258711338043213
1053_2022-11-01,1.9544918537139893
1053_2022-12-01,1.9544918537139893
1053_2023-01-01,1.9544918537139893
1053_2023-02-01,1.9544918537139893
1053_2023-03-01,1.9544918537139893
1053_2023-04-01,1.9544918537139893
1053_2023-05-01,1.9544918537139893
1053_2023-06-01,1.9544918537139893
1055_2022-11-01,2.7430992126464844
1055_2022-12-01,2.7430992126464844
1055_2023-01-01,2.7430992126464844
1055_2023-02-01,2.7430992126464844
1055_2023-03-01,2.7430992126464844
1055_2023-04-01,2.7430992126464844
1055_2023-05-01,2.7430992126464844
1055_2023-06-01,2.7430992126464844
1057_2022-11-01,1.0572494268417358
1057_2022-12-01,1.0572494268417358
1057_2023-01-01,1.0572494268417358
1057_2023-02-01,1.0572494268417358
1057_2023-03-01,1.0572494268417358
1057_2023-04-01,1.0572494268417358
1057_2023-05-01,1.0572494268417358
1057_2023-06-01,1.0572494268417358
1059_2022-11-01,1.9396342039108276
1059_2022-12-01,1.9396342039108276
1059_2023-01-01,1.9396342039108276
1059_2023-02-01,1.9396342039108276
1059_2023-03-01,1.9396342039108276
1059_2023-04-01,1.9396342039108276
1059_2023-05-01,1.9396342039108276
1059_2023-06-01,1.9396342039108276
1061_2022-11-01,1.4582217931747437
1061_2022-12-01,1.4582217931747437
1061_2023-01-01,1.4582217931747437
1061_2023-02-01,1.4582217931747437
1061_2023-03-01,1.4582217931747437
1061_2023-04-01,1.4582217931747437
1061_2023-05-01,1.4582217931747437
1061_2023-06-01,1.4582217931747437
1063_2022-11-01,1.4455451965332031
1063_2022-12-01,1.4455451965332031
1063_2023-01-01,1.4455451965332031
1063_2023-02-01,1.4455451965332031
1063_2023-03-01,1.4455451965332031
1063_2023-04-01,1.4455451965332031
1063_2023-05-01,1.4455451965332031
1063_2023-06-01,1.4455451965332031
1065_2022-11-01,1.1841434240341187
1065_2022-12-01,1.1841434240341187
1065_2023-01-01,1.1841434240341187
1065_2023-02-01,1.1841434240341187
1065_2023-03-01,1.1841434240341187
1065_2023-04-01,1.1841434240341187
1065_2023-05-01,1.1841434240341187
1065_2023-06-01,1.1841434240341187
1067_2022-11-01,2.4636197090148926
1067_2022-12-01,2.4636197090148926
1067_2023-01-01,2.4636197090148926
1067_2023-02-01,2.4636197090148926
1067_2023-03-01,2.4636197090148926
1067_2023-04-01,2.4636197090148926
1067_2023-05-01,2.4636197090148926
1067_2023-06-01,2.4636197090148926
1069_2022-11-01,3.4380874633789062
1069_2022-12-01,3.4380874633789062
1069_2023-01-01,3.4380874633789062
1069_2023-02-01,3.4380874633789062
1069_2023-03-01,3.4380874633789062
1069_2023-04-01,3.4380874633789062
1069_2023-05-01,3.4380874633789062
1069_2023-06-01,3.4380874633789062
1071_2022-11-01,1.7856295108795166
1071_2022-12-01,1.7856295108795166
1071_2023-01-01,1.7856295108795166
1071_2023-02-01,1.7856295108795166
1071_2023-03-01,1.7856295108795166
1071_2023-04-01,1.7856295108795166
1071_2023-05-01,1.7856295108795166
1071_2023-06-01,1.7856295108795166
1073_2022-11-01,6.535273551940918
1073_2022-12-01,6.535273551940918
1073_2023-01-01,6.535273551940918
1073_2023-02-01,6.535273551940918
1073_2023-03-01,6.535273551940918
1073_2023-04-01,6.535273551940918
1073_2023-05-01,6.535273551940918
1073_2023-06-01,6.535273551940918
1075_2022-11-01,0.93588787317276
1075_2022-12-01,0.93588787317276
1075_2023-01-01,0.93588787317276
1075_2023-02-01,0.93588787317276
1075_2023-03-01,0.93588787317276
1075_2023-04-01,0.93588787317276
1075_2023-05-01,0.93588787317276
1075_2023-06-01,0.93588787317276
1077_2022-11-01,4.040731906890869
1077_2022-12-01,4.040731906890869
1077_2023-01-01,4.040731906890869
1077_2023-02-01,4.040731906890869
1077_2023-03-01,4.040731906890869
1077_2023-04-01,4.040731906890869
1077_2023-05-01,4.040731906890869
1077_2023-06-01,4.040731906890869
1079_2022-11-01,1.3581727743148804
1079_2022-12-01,1.3581727743148804
1079_2023-01-01,1.3581727743148804
1079_2023-02-01,1.3581727743148804
1079_2023-03-01,1.3581727743148804
1079_2023-04-01,1.3581727743148804
1079_2023-05-01,1.3581727743148804
1079_2023-06-01,1.3581727743148804
1081_2022-11-01,4.041454792022705
1081_2022-12-01,4.041454792022705
1081_2023-01-01,4.041454792022705
1081_2023-02-01,4.041454792022705
1081_2023-03-01,4.041454792022705
1081_2023-04-01,4.041454792022705
1081_2023-05-01,4.041454792022705
1081_2023-06-01,4.041454792022705
1083_2022-11-01,2.958724021911621
1083_2022-12-01,2.958724021911621
1083_2023-01-01,2.958724021911621
1083_2023-02-01,2.958724021911621
1083_2023-03-01,2.958724021911621
1083_2023-04-01,2.958724021911621
1083_2023-05-01,2.958724021911621
1083_2023-06-01,2.958724021911621
1085_2022-11-01,1.4135692119598389
1085_2022-12-01,1.4135692119598389
1085_2023-01-01,1.4135692119598389
1085_2023-02-01,1.4135692119598389
1085_2023-03-01,1.4135692119598389
1085_2023-04-01,1.4135692119598389
1085_2023-05-01,1.4135692119598389
1085_2023-06-01,1.4135692119598389
1087_2022-11-01,1.8858667612075806
1087_2022-12-01,1.8858667612075806
1087_2023-01-01,1.8858667612075806
1087_2023-02-01,1.8858667612075806
1087_2023-03-01,1.8858667612075806
1087_2023-04-01,1.8858667612075806
1087_2023-05-01,1.8858667612075806
1087_2023-06-01,1.8858667612075806
1089_2022-11-01,6.607966899871826
1089_2022-12-01,6.607966899871826
1089_2023-01-01,6.607966899871826
1089_2023-02-01,6.607966899871826
1089_2023-03-01,6.607966899871826
1089_2023-04-01,6.607966899871826
1089_2023-05-01,6.607966899871826
1089_2023-06-01,6.607966899871826
1091_2022-11-01,1.3647397756576538
1091_2022-12-01,1.3647397756576538
1091_2023-01-01,1.3647397756576538
1091_2023-02-01,1.3647397756576538
1091_2023-03-01,1.3647397756576538
1091_2023-04-01,1.3647397756576538
1091_2023-05-01,1.3647397756576538
1091_2023-06-01,1.3647397756576538
1093_2022-11-01,1.636579990386963
1093_2022-12-01,1.636579990386963
1093_2023-01-01,1.636579990386963
1093_2023-02-01,1.636579990386963
1093_2023-03-01,1.636579990386963
1093_2023-04-01,1.636579990386963
1093_2023-05-01,1.636579990386963
1093_2023-06-01,1.636579990386963
1095_2022-11-01,2.787118911743164
1095_2022-12-01,2.787118911743164
1095_2023-01-01,2.787118911743164
1095_2023-02-01,2.787118911743164
1095_2023-03-01,2.787118911743164
1095_2023-04-01,2.787118911743164
1095_2023-05-01,2.787118911743164
1095_2023-06-01,2.787118911743164
1097_2022-11-01,4.122964859008789
1097_2022-12-01,4.122964859008789
1097_2023-01-01,4.122964859008789
1097_2023-02-01,4.122964859008789
1097_2023-03-01,4.122964859008789
1097_2023-04-01,4.122964859008789
1097_2023-05-01,4.122964859008789
1097_2023-06-01,4.122964859008789
1099_2022-11-01,1.0907198190689087
1099_2022-12-01,1.0907198190689087
1099_2023-01-01,1.0907198190689087
1099_2023-02-01,1.0907198190689087
1099_2023-03-01,1.0907198190689087
1099_2023-04-01,1.0907198190689087
1099_2023-05-01,1.0907198190689087
1099_2023-06-01,1.0907198190689087
1101_2022-11-01,4.791077613830566
1101_2022-12-01,4.791077613830566
1101_2023-01-01,4.791077613830566
1101_2023-02-01,4.791077613830566
1101_2023-03-01,4.791077613830566
1101_2023-04-01,4.791077613830566
1101_2023-05-01,4.791077613830566
1101_2023-06-01,4.791077613830566
1103_2022-11-01,3.0171661376953125
1103_2022-12-01,3.0171661376953125
1103_2023-01-01,3.0171661376953125
1103_2023-02-01,3.0171661376953125
1103_2023-03-01,3.0171661376953125
1103_2023-04-01,3.0171661376953125
1103_2023-05-01,3.0171661376953125
1103_2023-06-01,3.0171661376953125
1105_2022-11-01,0.6423872709274292
1105_2022-12-01,0.6423872709274292
1105_2023-01-01,0.6423872709274292
1105_2023-02-01,0.6423872709274292
1105_2023-03-01,0.6423872709274292
1105_2023-04-01,0.6423872709274292
1105_2023-05-01,0.6423872709274292
1105_2023-06-01,0.6423872709274292
1107_2022-11-01,0.7712287306785583
1107_2022-12-01,0.7712287306785583
1107_2023-01-01,0.7712287306785583
1107_2023-02-01,0.7712287306785583
1107_2023-03-01,0.7712287306785583
1107_2023-04-01,0.7712287306785583
1107_2023-05-01,0.7712287306785583
1107_2023-06-01,0.7712287306785583
1109_2022-11-01,1.9853004217147827
1109_2022-12-01,1.9853004217147827
1109_2023-01-01,1.9853004217147827
1109_2023-02-01,1.9853004217147827
1109_2023-03-01,1.9853004217147827
1109_2023-04-01,1.9853004217147827
1109_2023-05-01,1.9853004217147827
1109_2023-06-01,1.9853004217147827
1111_2022-11-01,5.363868713378906
1111_2022-12-01,5.363868713378906
1111_2023-01-01,5.363868713378906
1111_2023-02-01,5.363868713378906
1111_2023-03-01,5.363868713378906
1111_2023-04-01,5.363868713378906
1111_2023-05-01,5.363868713378906
1111_2023-06-01,5.363868713378906
1113_2022-11-01,2.5406763553619385
1113_2022-12-01,2.5406763553619385
1113_2023-01-01,2.5406763553619385
1113_2023-02-01,2.5406763553619385
1113_2023-03-01,2.5406763553619385
1113_2023-04-01,2.5406763553619385
1113_2023-05-01,2.5406763553619385
1113_2023-06-01,2.5406763553619385
1115_2022-11-01,2.996095657348633
1115_2022-12-01,2.996095657348633
1115_2023-01-01,2.996095657348633
1115_2023-02-01,2.996095657348633
1115_2023-03-01,2.996095657348633
1115_2023-04-01,2.996095657348633
1115_2023-05-01,2.996095657348633
1115_2023-06-01,2.996095657348633
1117_2022-11-01,7.528185844421387
1117_2022-12-01,7.528185844421387
1117_2023-01-01,7.528185844421387
1117_2023-02-01,7.528185844421387
1117_2023-03-01,7.528185844421387
1117_2023-04-01,7.528185844421387
1117_2023-05-01,7.528185844421387
1117_2023-06-01,7.528185844421387
1119_2022-11-01,1.0251421928405762
1119_2022-12-01,1.0251421928405762
1119_2023-01-01,1.0251421928405762
1119_2023-02-01,1.0251421928405762
1119_2023-03-01,1.0251421928405762
1119_2023-04-01,1.0251421928405762
1119_2023-05-01,1.0251421928405762
1119_2023-06-01,1.0251421928405762
1121_2022-11-01,1.7243298292160034
1121_2022-12-01,1.7243298292160034
1121_2023-01-01,1.7243298292160034
1121_2023-02-01,1.7243298292160034
1121_2023-03-01,1.7243298292160034
1121_2023-04-01,1.7243298292160034
1121_2023-05-01,1.7243298292160034
1121_2023-06-01,1.7243298292160034
1123_2022-11-01,3.914628505706787
1123_2022-12-01,3.914628505706787
1123_2023-01-01,3.914628505706787
1123_2023-02-01,3.914628505706787
1123_2023-03-01,3.914628505706787
1123_2023-04-01,3.914628505706787
1123_2023-05-01,3.914628505706787
1123_2023-06-01,3.914628505706787
1125_2022-11-01,4.0806989669799805
1125_2022-12-01,4.0806989669799805
1125_2023-01-01,4.0806989669799805
1125_2023-02-01,4.0806989669799805
1125_2023-03-01,4.0806989669799805
1125_2023-04-01,4.0806989669799805
1125_2023-05-01,4.0806989669799805
1125_2023-06-01,4.0806989669799805
1127_2022-11-01,1.6285618543624878
1127_2022-12-01,1.6285618543624878
1127_2023-01-01,1.6285618543624878
1127_2023-02-01,1.6285618543624878
1127_2023-03-01,1.6285618543624878
1127_2023-04-01,1.6285618543624878
1127_2023-05-01,1.6285618543624878
1127_2023-06-01,1.6285618543624878
1129_2022-11-01,0.9524974822998047
1129_2022-12-01,0.9524974822998047
1129_2023-01-01,0.9524974822998047
1129_2023-02-01,0.9524974822998047
1129_2023-03-01,0.9524974822998047
1129_2023-04-01,0.9524974822998047
1129_2023-05-01,0.9524974822998047
1129_2023-06-01,0.9524974822998047
1131_2022-11-01,1.1490167379379272
1131_2022-12-01,1.1490167379379272
1131_2023-01-01,1.1490167379379272
1131_2023-02-01,1.1490167379379272
1131_2023-03-01,1.1490167379379272
1131_2023-04-01,1.1490167379379272
1131_2023-05-01,1.1490167379379272
1131_2023-06-01,1.1490167379379272
1133_2022-11-01,3.5431485176086426
1133_2022-12-01,3.5431485176086426
1133_2023-01-01,3.5431485176086426
1133_2023-02-01,3.5431485176086426
1133_2023-03-01,3.5431485176086426
1133_2023-04-01,3.5431485176086426
1133_2023-05-01,3.5431485176086426
1133_2023-06-01,3.5431485176086426
2013_2022-11-01,0.8867913484573364
2013_2022-12-01,0.8867913484573364
2013_2023-01-01,0.8867913484573364
2013_2023-02-01,0.8867913484573364
2013_2023-03-01,0.8867913484573364
2013_2023-04-01,0.8867913484573364
2013_2023-05-01,0.8867913484573364
2013_2023-06-01,0.8867913484573364
2016_2022-11-01,1.2603812217712402
2016_2022-12-01,1.2603812217712402
2016_2023-01-01,1.2603812217712402
2016_2023-02-01,1.2603812217712402
2016_2023-03-01,1.2603812217712402
2016_2023-04-01,1.2603812217712402
2016_2023-05-01,1.2603812217712402
2016_2023-06-01,1.2603812217712402
2020_2022-11-01,6.856667995452881
2020_2022-12-01,6.856667995452881
2020_2023-01-01,6.856667995452881
2020_2023-02-01,6.856667995452881
2020_2023-03-01,6.856667995452881
2020_2023-04-01,6.856667995452881
2020_2023-05-01,6.856667995452881
2020_2023-06-01,6.856667995452881
2050_2022-11-01,0.8628431558609009
2050_2022-12-01,0.8628431558609009
2050_2023-01-01,0.8628431558609009
2050_2023-02-01,0.8628431558609009
2050_2023-03-01,0.8628431558609009
2050_2023-04-01,0.8628431558609009
2050_2023-05-01,0.8628431558609009
2050_2023-06-01,0.8628431558609009
2060_2022-11-01,12.03530216217041
2060_2022-12-01,12.03530216217041
2060_2023-01-01,12.03530216217041
2060_2023-02-01,12.03530216217041
2060_2023-03-01,12.03530216217041
2060_2023-04-01,12.03530216217041
2060_2023-05-01,12.03530216217041
2060_2023-06-01,12.03530216217041
2068_2022-11-01,13.975214004516602
2068_2022-12-01,13.975214004516602
2068_2023-01-01,13.975214004516602
2068_2023-02-01,13.975214004516602
2068_2023-03-01,13.975214004516602
2068_2023-04-01,13.975214004516602
2068_2023-05-01,13.975214004516602
2068_2023-06-01,13.975214004516602
2070_2022-11-01,1.7126226425170898
2070_2022-12-01,1.7126226425170898
2070_2023-01-01,1.7126226425170898
2070_2023-02-01,1.7126226425170898
2070_2023-03-01,1.7126226425170898
2070_2023-04-01,1.7126226425170898
2070_2023-05-01,1.7126226425170898
2070_2023-06-01,1.7126226425170898
2090_2022-11-01,3.9341368675231934
2090_2022-12-01,3.9341368675231934
2090_2023-01-01,3.9341368675231934
2090_2023-02-01,3.9341368675231934
2090_2023-03-01,3.9341368675231934
2090_2023-04-01,3.9341368675231934
2090_2023-05-01,3.9341368675231934
2090_2023-06-01,3.9341368675231934
2100_2022-11-01,5.401045322418213
2100_2022-12-01,5.401045322418213
2100_2023-01-01,5.401045322418213
2100_2023-02-01,5.401045322418213
2100_2023-03-01,5.401045322418213
2100_2023-04-01,5.401045322418213
2100_2023-05-01,5.401045322418213
2100_2023-06-01,5.401045322418213
2105_2022-11-01,4.967984676361084
2105_2022-12-01,4.967984676361084
2105_2023-01-01,4.967984676361084
2105_2023-02-01,4.967984676361084
2105_2023-03-01,4.967984676361084
2105_2023-04-01,4.967984676361084
2105_2023-05-01,4.967984676361084
2105_2023-06-01,4.967984676361084
2110_2022-11-01,3.997072696685791
2110_2022-12-01,3.997072696685791
2110_2023-01-01,3.997072696685791
2110_2023-02-01,3.997072696685791
2110_2023-03-01,3.997072696685791
2110_2023-04-01,3.997072696685791
2110_2023-05-01,3.997072696685791
2110_2023-06-01,3.997072696685791
2122_2022-11-01,5.622340679168701
2122_2022-12-01,5.622340679168701
2122_2023-01-01,5.622340679168701
2122_2023-02-01,5.622340679168701
2122_2023-03-01,5.622340679168701
2122_2023-04-01,5.622340679168701
2122_2023-05-01,5.622340679168701
2122_2023-06-01,5.622340679168701
2130_2022-11-01,5.8231916427612305
2130_2022-12-01,5.8231916427612305
2130_2023-01-01,5.8231916427612305
2130_2023-02-01,5.8231916427612305
2130_2023-03-01,5.8231916427612305
2130_2023-04-01,5.8231916427612305
2130_2023-05-01,5.8231916427612305
2130_2023-06-01,5.8231916427612305
2150_2022-11-01,2.796086311340332
2150_2022-12-01,2.796086311340332
2150_2023-01-01,2.796086311340332
2150_2023-02-01,2.796086311340332
2150_2023-03-01,2.796086311340332
2150_2023-04-01,2.796086311340332
2150_2023-05-01,2.796086311340332
2150_2023-06-01,2.796086311340332
2164_2022-11-01,4.081567287445068
2164_2022-12-01,4.081567287445068
2164_2023-01-01,4.081567287445068
2164_2023-02-01,4.081567287445068
2164_2023-03-01,4.081567287445068
2164_2023-04-01,4.081567287445068
2164_2023-05-01,4.081567287445068
2164_2023-06-01,4.081567287445068
2170_2022-11-01,5.793234348297119
2170_2022-12-01,5.793234348297119
2170_2023-01-01,5.793234348297119
2170_2023-02-01,5.793234348297119
2170_2023-03-01,5.793234348297119
2170_2023-04-01,5.793234348297119
2170_2023-05-01,5.793234348297119
2170_2023-06-01,5.793234348297119
2180_2022-11-01,1.6249940395355225
2180_2022-12-01,1.6249940395355225
2180_2023-01-01,1.6249940395355225
2180_2023-02-01,1.6249940395355225
2180_2023-03-01,1.6249940395355225
2180_2023-04-01,1.6249940395355225
2180_2023-05-01,1.6249940395355225
2180_2023-06-01,1.6249940395355225
2185_2022-11-01,1.324769377708435
2185_2022-12-01,1.324769377708435
2185_2023-01-01,1.324769377708435
2185_2023-02-01,1.324769377708435
2185_2023-03-01,1.324769377708435
2185_2023-04-01,1.324769377708435
2185_2023-05-01,1.324769377708435
2185_2023-06-01,1.324769377708435
2188_2022-11-01,0.4653870463371277
2188_2022-12-01,0.4653870463371277
2188_2023-01-01,0.4653870463371277
2188_2023-02-01,0.4653870463371277
2188_2023-03-01,0.4653870463371277
2188_2023-04-01,0.4653870463371277
2188_2023-05-01,0.4653870463371277
2188_2023-06-01,0.4653870463371277
2195_2022-11-01,3.1334807872772217
2195_2022-12-01,3.1334807872772217
2195_2023-01-01,3.1334807872772217
2195_2023-02-01,3.1334807872772217
2195_2023-03-01,3.1334807872772217
2195_2023-04-01,3.1334807872772217
2195_2023-05-01,3.1334807872772217
2195_2023-06-01,3.1334807872772217
2198_2022-11-01,3.5237035751342773
2198_2022-12-01,3.5237035751342773
2198_2023-01-01,3.5237035751342773
2198_2023-02-01,3.5237035751342773
2198_2023-03-01,3.5237035751342773
2198_2023-04-01,3.5237035751342773
2198_2023-05-01,3.5237035751342773
2198_2023-06-01,3.5237035751342773
2220_2022-11-01,6.208939075469971
2220_2022-12-01,6.208939075469971
2220_2023-01-01,6.208939075469971
2220_2023-02-01,6.208939075469971
2220_2023-03-01,6.208939075469971
2220_2023-04-01,6.208939075469971
2220_2023-05-01,6.208939075469971
2220_2023-06-01,6.208939075469971
2230_2022-11-01,6.440714359283447
2230_2022-12-01,6.440714359283447
2230_2023-01-01,6.440714359283447
2230_2023-02-01,6.440714359283447
2230_2023-03-01,6.440714359283447
2230_2023-04-01,6.440714359283447
2230_2023-05-01,6.440714359283447
2230_2023-06-01,6.440714359283447
2240_2022-11-01,4.025671005249023
2240_2022-12-01,4.025671005249023
2240_2023-01-01,4.025671005249023
2240_2023-02-01,4.025671005249023
2240_2023-03-01,4.025671005249023
2240_2023-04-01,4.025671005249023
2240_2023-05-01,4.025671005249023
2240_2023-06-01,4.025671005249023
2275_2022-11-01,5.505730152130127
2275_2022-12-01,5.505730152130127
2275_2023-01-01,5.505730152130127
2275_2023-02-01,5.505730152130127
2275_2023-03-01,5.505730152130127
2275_2023-04-01,5.505730152130127
2275_2023-05-01,5.505730152130127
2275_2023-06-01,5.505730152130127
2282_2022-11-01,4.548923969268799
2282_2022-12-01,4.548923969268799
2282_2023-01-01,4.548923969268799
2282_2023-02-01,4.548923969268799
2282_2023-03-01,4.548923969268799
2282_2023-04-01,4.548923969268799
2282_2023-05-01,4.548923969268799
2282_2023-06-01,4.548923969268799
2290_2022-11-01,2.9339280128479004
2290_2022-12-01,2.9339280128479004
2290_2023-01-01,2.9339280128479004
2290_2023-02-01,2.9339280128479004
2290_2023-03-01,2.9339280128479004
2290_2023-04-01,2.9339280128479004
2290_2023-05-01,2.9339280128479004
2290_2023-06-01,2.9339280128479004
