,cfips,year,pct_bb,pct_college,pct_foreign_born,pct_it_workers,median_hh_inc
55,1111,2019,64.8,9.1,1.5,1.3,39485.0
56,1113,2019,63.0,10.6,3.1,1.7,38988.0
57,1115,2019,72.3,10.6,1.7,1.6,53483.0
58,1117,2019,84.5,27.9,5.3,3.3,74063.0
59,1119,2019,50.4,10.6,2.2,1.5,21663.0
60,1121,2019,65.5,8.2,1.7,1.1,39219.0
61,1123,2019,67.9,12.1,1.4,0.8,42181.0
62,1125,2019,75.7,18.6,3.8,1.7,50513.0
63,1127,2019,62.5,6.7,1.4,0.4,38872.0
64,1129,2019,53.5,6.8,1.6,0.4,42185.0
65,1131,2019,41.6,8.0,0.0,1.7,27012.0
66,1133,2019,56.2,7.8,1.4,0.5,35362.0
67,2013,2019,68.2,7.7,36.2,0.1,66607.0
68,2016,2019,74.1,12.5,37.4,0.8,85192.0
69,2020,2019,87.4,22.0,10.5,2.8,82271.0
70,2050,2019,70.6,7.8,2.2,1.8,53853.0
71,2060,2019,81.3,15.2,2.8,5.4,79500.0
72,2068,2019,89.7,30.4,10.2,0.3,83295.0
73,2070,2019,72.2,9.9,2.1,0.9,58708.0
74,2090,2019,82.0,20.8,5.1,2.3,76250.0
75,2100,2019,77.2,21.6,6.6,1.7,70640.0
76,2105,2019,72.1,15.0,5.8,1.6,57900.0
77,2110,2019,87.8,26.1,8.6,3.0,90749.0
78,2122,2019,75.8,15.4,2.9,1.5,65279.0
79,2130,2019,81.8,16.1,7.9,3.0,67321.0
80,2150,2019,82.4,15.3,18.5,0.7,74167.0
81,2158,2019,58.4,3.0,1.4,1.7,36468.0
82,2164,2019,60.3,8.4,3.2,0.7,45208.0
83,2170,2019,85.2,13.7,3.4,3.1,74887.0
84,2180,2019,67.6,9.8,2.1,0.4,53821.0
85,2185,2019,67.9,10.9,5.1,0.5,77266.0
86,2188,2019,66.8,7.1,1.3,2.0,61533.0
87,2195,2019,75.9,19.7,9.3,1.5,63490.0
88,2198,2019,67.9,10.7,2.3,0.6,52114.0
89,2220,2019,80.4,19.6,8.0,1.1,70765.0
90,2230,2019,84.2,24.5,8.4,1.1,70673.0
91,2240,2019,74.9,10.0,10.6,2.8,63866.0
92,2261,2019,80.5,23.1,4.9,3.3,86019.0
93,2275,2019,74.4,12.9,4.4,2.7,56094.0
94,2282,2019,69.8,16.9,6.0,1.4,64583.0
95,2290,2019,43.7,7.4,1.2,1.1,37819.0
96,4001,2019,38.6,7.6,1.9,1.1,32360.0
97,4003,2019,76.2,14.8,11.2,1.3,47847.0
98,4005,2019,75.3,21.0,4.7,0.9,53523.0
99,4007,2019,61.6,11.7,4.0,0.8,41179.0
100,4009,2019,69.8,9.1,3.8,1.3,48173.0
101,4011,2019,75.7,9.6,3.5,0.1,56298.0
102,4012,2019,57.7,7.4,10.4,0.8,36479.0
103,4013,2019,81.7,20.0,14.8,2.1,58580.0
104,4015,2019,75.9,7.9,6.7,1.5,41567.0
105,4017,2019,59.5,9.4,2.8,1.6,38798.0
106,4019,2019,80.6,18.2,12.8,1.5,48676.0
107,4021,2019,77.3,11.9,9.6,1.6,52628.0
108,4023,2019,68.2,15.2,32.0,0.9,39630.0
109,4025,2019,78.2,14.7,6.4,1.7,48259.0
110,4027,2019,73.1,9.2,27.1,1.1,43253.0
111,5001,2019,60.1,9.8,1.2,0.9,38532.0
112,5003,2019,59.4,9.4,2.8,0.8,36407.0
113,5005,2019,68.7,12.4,2.2,2.4,40072.0
114,5007,2019,59.6,21.2,11.3,0.9,61271.0
115,5009,2019,74.1,10.5,0.7,2.7,40727.0
116,5011,2019,55.5,9.8,6.9,1.4,36310.0
117,5013,2019,53.3,8.1,0.8,3.1,37225.0
118,5015,2019,62.7,11.8,8.3,1.8,39686.0
119,5017,2019,56.3,9.4,2.7,0.1,32412.0
120,5019,2019,61.5,16.4,3.0,1.0,37144.0
121,5021,2019,59.6,6.8,0.8,0.6,32219.0
122,5023,2019,67.7,9.6,1.7,0.8,42312.0
123,5025,2019,52.9,11.2,1.6,0.3,44840.0
124,5027,2019,58.5,13.4,2.6,0.6,37072.0
125,5029,2019,54.1,10.3,1.8,1.4,39638.0
126,5031,2019,77.7,16.9,4.2,2.2,45672.0
127,5033,2019,68.0,10.0,4.1,1.5,43504.0
128,5035,2019,66.9,11.1,1.6,1.8,38558.0
129,5037,2019,62.2,7.8,0.3,0.2,41081.0
130,5039,2019,53.1,10.7,2.4,0.5,35794.0
131,5041,2019,46.1,9.0,3.4,1.0,27036.0
132,5043,2019,63.3,12.0,1.2,0.5,36092.0
133,5045,2019,74.5,18.6,3.1,3.0,50316.0
134,5047,2019,53.1,8.7,1.7,0.6,39472.0
135,5049,2019,60.4,7.8,1.0,0.0,36051.0
136,5051,2019,72.6,12.9,3.4,1.7,41672.0
137,5053,2019,68.7,12.7,1.2,1.9,49968.0
138,5055,2019,72.0,10.9,0.7,0.9,45566.0
139,5057,2019,61.0,8.5,5.3,0.5,38701.0
140,5059,2019,62.3,8.7,1.2,1.4,40626.0
141,5061,2019,60.8,11.4,5.2,2.0,34851.0
142,5063,2019,63.2,11.4,3.1,1.5,39945.0
143,5065,2019,57.6,8.6,2.2,0.9,39135.0
144,5067,2019,57.2,6.1,0.4,0.8,32783.0
145,5069,2019,53.8,10.8,1.6,0.9,37630.0
146,5071,2019,59.5,10.0,8.3,1.1,35758.0
147,5073,2019,50.3,12.0,1.0,0.7,32500.0
148,5075,2019,59.7,10.5,0.8,0.4,37603.0
149,5077,2019,45.3,5.7,0.5,0.3,27901.0
150,5079,2019,56.1,5.6,2.1,0.0,38873.0
151,5081,2019,61.4,7.4,0.8,0.2,36963.0
152,5083,2019,66.1,8.7,2.0,1.1,37982.0
153,5085,2019,74.5,14.4,2.1,2.1,57290.0
154,5087,2019,58.7,7.3,3.3,2.1,42894.0
155,5089,2019,70.1,10.2,1.2,1.7,36113.0
156,5091,2019,70.5,10.8,1.2,1.5,41862.0
157,5093,2019,60.8,8.0,2.0,3.3,36417.0
158,5095,2019,47.3,7.3,0.8,0.0,31584.0
159,5097,2019,56.6,7.6,2.7,0.6,35252.0
160,5099,2019,46.7,11.5,1.4,0.0,36995.0
161,5101,2019,54.7,10.0,1.0,3.5,38134.0
162,5103,2019,53.3,9.2,0.8,1.8,32136.0
163,5105,2019,62.0,9.6,0.6,3.0,46168.0
164,5107,2019,55.9,6.9,0.5,0.6,26652.0
165,5109,2019,57.9,8.0,4.3,0.0,36893.0
166,5111,2019,64.7,7.1,0.7,1.1,37487.0
167,5113,2019,59.6,7.9,4.0,0.2,33870.0
168,5115,2019,67.8,14.6,5.2,0.9,40668.0
169,5117,2019,48.8,10.0,0.1,0.9,41244.0
170,5119,2019,73.0,20.9,5.4,3.6,48850.0
171,5121,2019,62.2,9.7,0.9,1.0,35930.0
172,5123,2019,48.3,5.4,1.5,1.4,33102.0
173,5125,2019,77.4,16.4,2.9,2.9,58985.0
174,5127,2019,53.2,5.2,3.6,0.7,37396.0
175,5129,2019,52.5,7.3,1.0,0.0,36716.0
176,5131,2019,68.7,13.1,9.2,1.6,40932.0
177,5133,2019,65.7,6.6,16.7,0.9,43675.0
178,5135,2019,58.4,6.2,1.0,1.8,31792.0
179,5137,2019,50.3,7.6,0.3,2.5,33091.0
180,5139,2019,60.0,14.4,2.1,1.7,41106.0
181,5141,2019,58.2,7.7,1.5,0.0,34428.0
182,5143,2019,75.3,18.9,11.2,1.5,47452.0
183,5145,2019,69.3,12.1,2.7,1.3,44074.0
184,5147,2019,50.8,9.0,0.6,1.1,30097.0
185,5149,2019,60.9,9.7,10.1,2.0,39696.0
186,6001,2019,85.7,25.7,32.1,3.9,85743.0
187,6003,2019,87.5,14.9,1.9,0.0,63438.0
188,6005,2019,79.1,14.8,6.0,2.0,60636.0
189,6007,2019,80.9,17.7,7.6,1.9,46516.0
190,6009,2019,74.9,12.6,5.7,2.0,54800.0
191,6011,2019,74.5,11.3,25.7,0.3,56481.0
192,6013,2019,88.2,25.9,24.7,3.3,88456.0
193,6015,2019,73.3,8.7,6.3,0.9,41287.0
194,6017,2019,83.5,21.4,9.2,2.5,74885.0
195,6019,2019,74.8,13.3,21.0,1.5,48730.0
196,6021,2019,64.0,10.1,20.0,0.7,46260.0
197,6023,2019,79.4,19.3,5.3,1.5,43718.0
198,6025,2019,69.8,9.9,31.7,1.0,44779.0
199,6027,2019,75.7,15.9,9.4,2.4,51500.0
200,6029,2019,73.9,10.5,19.9,1.1,50826.0
201,6031,2019,73.8,9.3,18.5,1.0,49742.0
202,6033,2019,70.6,9.9,8.7,2.1,40446.0
203,6035,2019,72.9,7.9,5.9,1.1,54083.0
204,6037,2019,79.9,20.4,34.4,4.7,61015.0
205,6039,2019,72.2,9.3,21.5,1.9,48210.0
206,6041,2019,88.9,32.5,18.0,5.2,104703.0
207,6043,2019,71.1,14.8,6.8,1.2,51385.0
208,6045,2019,73.8,16.4,13.1,1.9,46528.0
209,6047,2019,75.2,8.9,25.5,1.1,46338.0
210,6049,2019,68.2,12.5,7.1,0.4,39296.0
211,6051,2019,72.0,23.2,17.4,0.1,60595.0
212,6053,2019,78.3,14.5,29.8,1.3,63249.0
213,6055,2019,85.9,22.8,21.9,1.2,79637.0
214,6057,2019,82.5,22.8,6.0,1.9,60610.0
215,6059,2019,87.7,25.2,30.3,2.3,81851.0
216,6061,2019,87.0,25.0,10.8,2.8,80488.0
217,6063,2019,70.4,12.5,3.4,1.0,50266.0
218,6065,2019,82.6,13.7,21.8,1.6,60807.0
219,6067,2019,82.8,19.7,20.7,2.3,60239.0
220,6069,2019,87.1,13.3,20.5,1.1,80760.0
221,6071,2019,79.3,12.8,20.9,1.5,57156.0
222,6073,2019,86.9,23.0,23.6,2.7,70588.0
223,6075,2019,84.5,33.4,34.8,6.6,96265.0
224,6077,2019,77.5,12.3,23.3,1.7,57813.0
225,6079,2019,85.0,21.2,10.4,1.6,67175.0
226,6081,2019,88.3,28.2,34.7,5.0,105667.0
227,6083,2019,82.3,19.8,23.0,2.1,68023.0
228,6085,2019,89.4,26.8,38.6,5.9,106761.0
229,6087,2019,85.0,23.6,18.0,2.5,73663.0
230,6089,2019,75.3,14.0,5.3,2.0,47258.0
231,6091,2019,69.0,14.9,2.6,0.0,44190.0
232,6093,2019,74.6,15.0,5.3,1.1,40884.0
233,6095,2019,86.1,17.9,20.1,1.9,72950.0
234,6097,2019,85.1,21.7,16.6,2.1,71769.0
235,6099,2019,79.3,11.3,20.7,1.3,54260.0
236,6101,2019,78.8,12.0,22.7,1.0,54347.0
237,6103,2019,70.3,9.7,9.1,1.7,42512.0
238,6105,2019,64.0,15.4,5.1,0.0,36563.0
239,6107,2019,69.6,9.3,22.4,1.2,44871.0
240,6109,2019,75.9,13.1,4.7,1.7,54325.0
241,6111,2019,85.1,20.4,22.5,2.5,81972.0
242,6113,2019,83.5,20.7,22.7,1.2,61621.0
243,6115,2019,80.0,12.0,12.2,2.5,51776.0
244,8001,2019,79.8,15.8,15.3,3.1,64087.0
245,8003,2019,66.8,16.4,10.1,1.9,36315.0
246,8005,2019,86.4,26.8,14.9,4.5,69553.0
247,8007,2019,79.0,24.4,6.5,3.0,48016.0
248,8009,2019,69.0,16.0,4.0,0.2,35898.0
249,8011,2019,70.6,7.0,5.4,1.1,32500.0
250,8013,2019,88.5,32.6,10.8,4.0,75669.0
251,8014,2019,91.1,33.9,9.8,5.0,85639.0
252,8015,2019,80.3,20.0,3.5,3.0,53762.0
253,8017,2019,75.6,18.6,8.7,0.1,54907.0
254,8019,2019,81.0,30.0,3.0,1.9,68534.0
255,8021,2019,61.6,14.0,3.2,1.0,35657.0
256,8023,2019,52.4,10.0,8.5,0.6,29000.0
257,8025,2019,75.9,5.1,5.6,0.1,35292.0
258,8027,2019,76.3,23.4,2.1,0.3,41330.0
259,8029,2019,70.0,12.7,4.3,1.8,42487.0
260,8031,2019,81.1,28.4,15.8,3.8,60098.0
261,8033,2019,63.8,13.6,1.5,0.0,40352.0
262,8035,2019,94.6,37.7,7.2,6.2,111154.0
263,8037,2019,87.0,33.3,17.7,2.4,83803.0
264,8039,2019,87.9,24.3,3.4,5.1,92849.0
265,8041,2019,87.8,22.6,6.9,3.1,62535.0
266,8043,2019,76.6,10.7,2.9,1.9,44712.0
267,8045,2019,82.5,19.6,15.0,1.2,66503.0
268,8047,2019,80.8,24.2,3.1,0.8,72544.0
269,8049,2019,86.1,28.8,8.7,0.3,66489.0
270,8051,2019,79.9,39.0,3.6,3.2,52651.0
271,8053,2019,67.9,31.8,1.1,3.2,53056.0
272,8055,2019,60.6,15.1,1.9,1.2,35801.0
273,8057,2019,70.9,13.9,9.0,0.0,45994.0
274,8059,2019,86.9,27.2,6.7,3.6,75170.0
275,8061,2019,77.1,14.7,0.1,1.6,39250.0
276,8063,2019,73.2,10.7,8.6,1.2,45881.0
277,8065,2019,76.5,23.9,8.2,2.9,46176.0
278,8067,2019,77.1,26.7,3.9,1.7,62533.0
279,8069,2019,86.6,27.6,5.4,2.1,64980.0
280,8071,2019,65.3,12.8,4.9,0.4,40586.0
281,8073,2019,74.7,9.5,4.7,0.3,44725.0
282,8075,2019,77.2,13.2,4.1,1.2,44876.0
283,8077,2019,82.7,18.1,3.7,2.4,51971.0
284,8079,2019,78.7,24.4,1.0,3.0,50385.0
285,8081,2019,76.0,11.9,6.2,0.9,53010.0
286,8083,2019,67.9,17.4,2.5,0.6,45645.0
287,8085,2019,72.1,15.7,6.7,0.7,44865.0
288,8087,2019,74.5,10.8,13.2,1.5,51456.0
289,8089,2019,71.9,11.5,5.8,1.5,35051.0
290,8091,2019,81.7,29.1,2.2,2.2,61333.0
291,8093,2019,82.1,20.2,3.7,1.8,61644.0
292,8095,2019,77.6,15.1,10.3,2.1,50076.0
293,8097,2019,88.1,43.7,11.7,2.1,67755.0
294,8099,2019,75.5,11.1,10.0,0.6,41740.0
295,8101,2019,70.4,13.8,3.9,2.0,42386.0
296,8103,2019,72.4,13.5,3.4,0.2,57991.0
297,8105,2019,63.0,15.1,6.6,1.8,38534.0
298,8107,2019,88.4,34.1,5.9,1.3,67472.0
299,8109,2019,67.2,17.0,12.0,0.9,34765.0
300,8111,2019,78.8,25.2,0.9,0.0,46397.0
301,8113,2019,79.5,39.0,7.6,4.3,62243.0
302,8115,2019,64.3,13.5,3.3,0.0,49583.0
303,8117,2019,82.0,35.6,10.2,1.0,73538.0
304,8119,2019,86.5,21.1,3.0,1.2,66809.0
305,8121,2019,73.1,12.7,3.2,1.5,51458.0
306,8123,2019,81.0,18.6,8.8,1.6,66489.0
307,8125,2019,67.8,13.9,10.0,0.4,44668.0
308,9001,2019,85.6,25.8,21.7,3.3,89773.0
309,9003,2019,80.5,21.2,15.2,2.6,69936.0
310,9005,2019,83.5,20.3,7.8,2.8,76438.0
311,9007,2019,83.6,22.8,7.7,2.9,81673.0
312,9009,2019,78.9,18.8,12.0,2.4,64872.0
313,9011,2019,83.0,18.1,8.3,1.6,69411.0
314,9013,2019,85.8,22.5,7.1,1.7,81312.0
315,9015,2019,78.7,14.8,5.4,1.9,62553.0
316,10001,2019,80.8,14.5,6.0,1.3,57647.0
317,10003,2019,80.8,20.6,10.8,1.7,68336.0
318,10005,2019,75.8,14.5,7.2,1.3,57901.0
319,11001,2019,77.6,23.8,14.0,4.0,77649.0
320,12001,2019,81.4,21.1,10.0,2.0,45478.0
321,12003,2019,70.5,9.2,1.4,0.8,59506.0
322,12005,2019,80.4,14.4,5.7,1.6,50283.0
323,12007,2019,65.4,7.6,3.0,0.4,46106.0
324,12009,2019,83.0,17.5,8.6,2.0,51536.0
325,12011,2019,80.9,20.1,33.1,2.6,54895.0
326,12013,2019,60.1,7.3,4.0,0.3,36237.0
327,12015,2019,79.9,14.0,10.2,2.2,46511.0
328,12017,2019,78.5,11.5,5.3,1.3,40574.0
329,12019,2019,86.0,16.4,6.9,1.8,61971.0
330,12021,2019,81.4,20.5,24.3,1.6,62407.0
331,12023,2019,73.1,10.8,3.6,0.9,43504.0
332,12027,2019,50.0,7.9,17.5,0.6,35435.0
333,12029,2019,44.4,6.4,2.7,0.1,35910.0
334,12031,2019,78.4,19.4,10.3,1.9,51296.0
335,12033,2019,80.5,17.2,4.8,1.6,47361.0
336,12035,2019,78.7,14.9,11.1,2.6,51049.0
337,12037,2019,68.9,11.2,3.2,1.7,41267.0
338,12039,2019,57.9,10.6,5.3,2.0,39830.0
339,12041,2019,62.5,8.5,2.9,1.5,42934.0
340,12043,2019,48.6,7.5,11.4,1.9,37385.0
341,12045,2019,76.4,12.6,2.5,0.8,44647.0
342,12047,2019,61.6,7.4,3.3,0.9,36209.0
343,12049,2019,54.9,7.0,13.1,1.2,39063.0
344,12051,2019,61.6,5.3,27.6,0.8,37966.0
345,12053,2019,78.8,11.3,6.9,1.4,44324.0
346,12055,2019,67.6,10.9,11.1,0.9,36374.0
347,12057,2019,82.5,20.4,16.5,2.8,53742.0
348,12059,2019,65.3,8.0,1.9,1.1,37474.0
349,12061,2019,78.5,17.1,10.3,1.5,49009.0
350,12063,2019,64.5,8.0,3.2,1.2,36944.0
351,12065,2019,66.8,12.7,3.1,0.5,47599.0
352,12067,2019,67.0,6.8,4.7,0.2,41512.0
353,12069,2019,80.4,14.5,8.3,2.8,49734.0
354,12071,2019,79.8,17.1,16.1,2.0,52052.0
355,12073,2019,84.2,25.6,6.7,1.8,49941.0
356,12075,2019,59.3,7.6,3.7,0.6,36554.0
357,12077,2019,59.3,7.0,4.2,0.4,36741.0
358,12079,2019,56.8,7.4,4.0,0.0,31816.0
359,12081,2019,77.6,17.9,12.6,1.7,53408.0
360,12083,2019,74.8,12.9,7.2,1.9,41964.0
361,12085,2019,81.6,20.1,10.2,1.6,55588.0
362,12086,2019,73.2,17.8,52.9,2.2,46338.0
363,12087,2019,77.6,19.8,18.5,1.6,63030.0
364,12089,2019,80.8,17.4,3.5,2.3,64294.0
365,12091,2019,80.3,18.6,6.8,1.1,59955.0
366,12093,2019,58.1,7.9,12.5,1.1,39059.0
367,12095,2019,83.3,21.9,20.7,2.3,51586.0
368,12097,2019,72.1,13.3,19.9,1.4,47343.0
369,12099,2019,80.8,21.8,24.6,2.2,57256.0
370,12101,2019,78.6,15.0,9.3,2.5,48289.0
371,12103,2019,78.7,19.5,11.8,2.2,48968.0
372,12105,2019,64.8,13.0,10.0,1.6,45988.0
373,12107,2019,62.7,7.9,3.9,1.4,33619.0
374,12109,2019,85.2,27.3,6.9,1.4,73640.0
375,12111,2019,79.2,12.8,16.3,2.0,47132.0
376,12113,2019,84.5,17.9,4.7,1.8,62731.0
377,12115,2019,81.5,20.2,12.4,2.1,55236.0
378,12117,2019,88.7,25.4,12.4,3.6,60739.0
379,12119,2019,81.6,18.1,5.6,1.8,54771.0
380,12121,2019,73.4,9.7,5.3,1.3,40600.0
381,12123,2019,64.7,5.9,2.6,0.4,37188.0
382,12125,2019,57.6,6.4,2.8,0.3,37460.0
383,12127,2019,75.7,14.8,7.5,2.2,43838.0
384,12129,2019,75.2,12.0,1.8,1.5,57866.0
385,12131,2019,77.0,17.7,5.9,1.1,50619.0
386,12133,2019,66.2,7.2,2.8,1.9,36989.0
387,13001,2019,49.6,6.6,4.1,2.8,37089.0
388,13003,2019,50.9,4.8,12.3,0.0,33063.0
389,13005,2019,61.1,7.2,5.2,3.3,38824.0
390,13007,2019,44.7,6.0,3.8,2.0,43867.0
391,13009,2019,67.8,10.7,2.4,1.1,37008.0
392,13011,2019,60.7,7.3,4.9,1.3,42182.0
393,13013,2019,78.7,11.8,7.3,1.2,56119.0
394,13015,2019,78.3,12.8,5.2,1.5,52393.0
395,13017,2019,59.5,6.2,3.0,0.9,32344.0
396,13019,2019,59.9,7.3,3.4,1.2,38297.0
397,13021,2019,67.7,14.9,3.5,1.7,38183.0
398,13023,2019,63.3,9.3,2.0,0.7,40688.0
399,13025,2019,59.3,4.4,1.3,3.1,36812.0
400,13027,2019,70.2,9.6,3.9,0.6,34890.0
401,13029,2019,82.7,20.5,4.2,0.7,68589.0
402,13031,2019,68.7,15.5,3.3,1.1,39305.0
403,13033,2019,62.1,7.1,1.9,1.6,38707.0
404,13035,2019,64.4,7.1,2.9,0.8,39655.0
405,13037,2019,60.7,6.0,4.1,0.3,29617.0
406,13039,2019,82.3,14.9,4.0,2.4,53687.0
407,13043,2019,52.5,9.4,5.1,0.8,33125.0
408,13045,2019,75.3,12.1,3.9,1.4,46844.0
409,13047,2019,77.9,13.7,2.3,2.3,54537.0
410,13049,2019,60.4,2.8,9.4,0.6,43257.0
411,13051,2019,80.6,20.3,6.4,1.7,52215.0
412,13053,2019,75.2,24.7,6.5,2.6,46096.0
413,13055,2019,67.9,5.9,2.9,1.2,35718.0
414,13057,2019,90.4,24.5,8.6,4.1,75477.0
415,13059,2019,76.2,20.7,10.3,1.2,34557.0
416,13061,2019,54.6,3.0,0.3,0.0,23315.0
417,13063,2019,75.2,12.9,13.9,2.0,44106.0
418,13065,2019,45.2,7.5,2.8,0.0,21838.0
419,13067,2019,87.6,29.6,15.8,4.4,72004.0
420,13069,2019,59.3,8.5,6.5,0.4,36572.0
421,13071,2019,67.8,7.1,10.9,0.3,34503.0
422,13073,2019,80.2,21.3,7.0,1.9,74162.0
423,13075,2019,59.8,9.3,2.6,1.5,35539.0
424,13077,2019,81.5,19.7,6.2,1.7,67570.0
425,13079,2019,64.8,7.4,2.0,2.2,41032.0
426,13081,2019,55.1,8.5,2.8,0.7,33194.0
427,13083,2019,68.6,9.1,2.2,0.9,43163.0
428,13085,2019,81.0,19.4,2.9,2.0,62284.0
429,13087,2019,52.7,8.1,2.7,1.5,36934.0
430,13089,2019,81.0,24.4,16.3,4.0,55876.0
431,13091,2019,53.0,8.5,1.6,1.4,35290.0
432,13093,2019,53.7,6.7,3.9,2.1,33389.0
433,13095,2019,68.7,11.8,2.5,1.8,34541.0
434,13097,2019,77.7,16.3,8.5,3.0,59333.0
435,13099,2019,52.0,10.0,2.5,0.2,29493.0
436,13101,2019,47.7,4.8,7.9,0.5,34315.0
437,13103,2019,80.3,13.0,2.9,1.4,64279.0
438,13105,2019,52.8,6.4,2.5,0.7,35207.0
439,13107,2019,59.4,6.8,2.0,0.3,33089.0
440,13109,2019,63.7,10.0,3.8,1.1,38736.0
441,13111,2019,74.6,11.9,2.0,2.6,43344.0
442,13113,2019,88.7,29.4,10.0,3.3,84861.0
443,13115,2019,75.5,12.2,6.7,1.6,46096.0
444,13117,2019,91.2,33.4,15.9,5.7,96445.0
445,13119,2019,59.5,8.1,3.1,0.9,39246.0
446,13121,2019,80.9,29.9,12.7,5.0,61336.0
447,13123,2019,71.7,11.6,6.6,2.3,46211.0
448,13125,2019,61.9,7.2,0.5,0.8,45273.0
449,13127,2019,75.9,17.9,5.5,1.1,47546.0
450,13129,2019,68.6,8.1,9.4,0.5,43452.0
451,13131,2019,67.9,8.4,5.8,2.8,39462.0
452,13133,2019,64.9,13.9,4.8,2.1,45069.0
453,13135,2019,85.8,23.3,25.0,3.7,64496.0
454,13137,2019,62.5,10.1,9.2,1.9,44474.0
455,13139,2019,78.8,14.7,16.5,1.4,55622.0
456,13141,2019,43.6,4.9,2.1,1.0,29268.0
457,13143,2019,68.6,7.9,1.4,2.9,43663.0
458,13145,2019,76.9,16.5,2.2,2.5,69539.0
459,13147,2019,61.1,8.3,2.5,1.6,41216.0
460,13149,2019,59.9,6.2,1.0,0.0,44897.0
461,13151,2019,87.3,17.9,7.7,2.4,64752.0
462,13153,2019,76.9,15.5,5.6,0.7,55965.0
463,13155,2019,59.0,6.4,0.8,2.7,34677.0
464,13157,2019,74.8,12.8,5.2,1.6,57999.0
465,13159,2019,63.0,5.7,3.0,3.4,42067.0
466,13161,2019,52.1,6.0,4.6,0.5,37267.0
467,13163,2019,44.2,7.5,2.3,0.2,29640.0
468,13165,2019,46.6,5.0,4.2,0.7,27197.0
469,13167,2019,54.8,6.0,0.6,0.7,36423.0
470,13169,2019,77.7,12.3,0.9,0.8,55110.0
471,13171,2019,67.5,12.8,2.8,0.3,41157.0
472,13173,2019,50.1,10.6,1.7,0.1,31109.0
473,13175,2019,54.5,8.4,2.0,1.6,35202.0
474,13177,2019,83.0,15.1,3.5,1.1,65018.0
475,13179,2019,80.2,13.5,5.9,0.8,43493.0
476,13181,2019,53.7,7.9,1.2,1.0,37711.0
477,13183,2019,76.7,10.1,6.8,1.4,53083.0
478,13185,2019,66.2,14.9,4.3,2.1,39911.0
