year,pct_bb,pct_college,pct_foreign_born,pct_it_workers,median_hh_inc,cfips
2019,58.4,6.2,1.0,1.8,31792.0,5135
2019,50.3,7.6,0.3,2.5,33091.0,5137
2019,60.0,14.4,2.1,1.7,41106.0,5139
2019,58.2,7.7,1.5,0.0,34428.0,5141
2019,75.3,18.9,11.2,1.5,47452.0,5143
2019,69.3,12.1,2.7,1.3,44074.0,5145
2019,50.8,9.0,0.6,1.1,30097.0,5147
2019,60.9,9.7,10.1,2.0,39696.0,5149
2019,85.7,25.7,32.1,3.9,85743.0,6001
2019,87.5,14.9,1.9,0.0,63438.0,6003
2019,79.1,14.8,6.0,2.0,60636.0,6005
2019,80.9,17.7,7.6,1.9,46516.0,6007
2019,74.9,12.6,5.7,2.0,54800.0,6009
2019,74.5,11.3,25.7,0.3,56481.0,6011
2019,88.2,25.9,24.7,3.3,88456.0,6013
2019,73.3,8.7,6.3,0.9,41287.0,6015
2019,83.5,21.4,9.2,2.5,74885.0,6017
2019,74.8,13.3,21.0,1.5,48730.0,6019
2019,64.0,10.1,20.0,0.7,46260.0,6021
2019,79.4,19.3,5.3,1.5,43718.0,6023
2019,69.8,9.9,31.7,1.0,44779.0,6025
2019,75.7,15.9,9.4,2.4,51500.0,6027
2019,73.9,10.5,19.9,1.1,50826.0,6029
2019,73.8,9.3,18.5,1.0,49742.0,6031
2019,70.6,9.9,8.7,2.1,40446.0,6033
2019,72.9,7.9,5.9,1.1,54083.0,6035
2019,79.9,20.4,34.4,4.7,61015.0,6037
2019,72.2,9.3,21.5,1.9,48210.0,6039
2019,88.9,32.5,18.0,5.2,104703.0,6041
2019,71.1,14.8,6.8,1.2,51385.0,6043
2019,73.8,16.4,13.1,1.9,46528.0,6045
2019,75.2,8.9,25.5,1.1,46338.0,6047
2019,68.2,12.5,7.1,0.4,39296.0,6049
2019,72.0,23.2,17.4,0.1,60595.0,6051
2019,78.3,14.5,29.8,1.3,63249.0,6053
2019,85.9,22.8,21.9,1.2,79637.0,6055
2019,82.5,22.8,6.0,1.9,60610.0,6057
2019,87.7,25.2,30.3,2.3,81851.0,6059
2019,87.0,25.0,10.8,2.8,80488.0,6061
2019,70.4,12.5,3.4,1.0,50266.0,6063
2019,82.6,13.7,21.8,1.6,60807.0,6065
2019,82.8,19.7,20.7,2.3,60239.0,6067
2019,87.1,13.3,20.5,1.1,80760.0,6069
2019,79.3,12.8,20.9,1.5,57156.0,6071
2019,86.9,23.0,23.6,2.7,70588.0,6073
2019,84.5,33.4,34.8,6.6,96265.0,6075
2019,77.5,12.3,23.3,1.7,57813.0,6077
2019,85.0,21.2,10.4,1.6,67175.0,6079
2019,88.3,28.2,34.7,5.0,105667.0,6081
2019,82.3,19.8,23.0,2.1,68023.0,6083
2019,89.4,26.8,38.6,5.9,106761.0,6085
2019,85.0,23.6,18.0,2.5,73663.0,6087
2019,75.3,14.0,5.3,2.0,47258.0,6089
2019,69.0,14.9,2.6,0.0,44190.0,6091
2019,74.6,15.0,5.3,1.1,40884.0,6093
2019,86.1,17.9,20.1,1.9,72950.0,6095
2019,85.1,21.7,16.6,2.1,71769.0,6097
2019,79.3,11.3,20.7,1.3,54260.0,6099
2019,78.8,12.0,22.7,1.0,54347.0,6101
2019,70.3,9.7,9.1,1.7,42512.0,6103
2019,64.0,15.4,5.1,0.0,36563.0,6105
2019,69.6,9.3,22.4,1.2,44871.0,6107
2019,75.9,13.1,4.7,1.7,54325.0,6109
2019,85.1,20.4,22.5,2.5,81972.0,6111
2019,83.5,20.7,22.7,1.2,61621.0,6113
2019,80.0,12.0,12.2,2.5,51776.0,6115
2019,79.8,15.8,15.3,3.1,64087.0,8001
2019,66.8,16.4,10.1,1.9,36315.0,8003
2019,86.4,26.8,14.9,4.5,69553.0,8005
2019,79.0,24.4,6.5,3.0,48016.0,8007
2019,69.0,16.0,4.0,0.2,35898.0,8009
2019,70.6,7.0,5.4,1.1,32500.0,8011
2019,88.5,32.6,10.8,4.0,75669.0,8013
2019,91.1,33.9,9.8,5.0,85639.0,8014
2019,80.3,20.0,3.5,3.0,53762.0,8015
2019,75.6,18.6,8.7,0.1,54907.0,8017
2019,81.0,30.0,3.0,1.9,68534.0,8019
2019,61.6,14.0,3.2,1.0,35657.0,8021
2019,52.4,10.0,8.5,0.6,29000.0,8023
2019,75.9,5.1,5.6,0.1,35292.0,8025
2019,76.3,23.4,2.1,0.3,41330.0,8027
2019,70.0,12.7,4.3,1.8,42487.0,8029
2019,81.1,28.4,15.8,3.8,60098.0,8031
2019,63.8,13.6,1.5,0.0,40352.0,8033
2019,94.6,37.7,7.2,6.2,111154.0,8035
2019,87.0,33.3,17.7,2.4,83803.0,8037
2019,87.9,24.3,3.4,5.1,92849.0,8039
2019,87.8,22.6,6.9,3.1,62535.0,8041
2019,76.6,10.7,2.9,1.9,44712.0,8043
2019,82.5,19.6,15.0,1.2,66503.0,8045
2019,80.8,24.2,3.1,0.8,72544.0,8047
2019,86.1,28.8,8.7,0.3,66489.0,8049
2019,79.9,39.0,3.6,3.2,52651.0,8051
2019,67.9,31.8,1.1,3.2,53056.0,8053
2019,60.6,15.1,1.9,1.2,35801.0,8055
2019,70.9,13.9,9.0,0.0,45994.0,8057
2019,86.9,27.2,6.7,3.6,75170.0,8059
2019,77.1,14.7,0.1,1.6,39250.0,8061
2019,73.2,10.7,8.6,1.2,45881.0,8063
2019,76.5,23.9,8.2,2.9,46176.0,8065
2019,77.1,26.7,3.9,1.7,62533.0,8067
2019,86.6,27.6,5.4,2.1,64980.0,8069
2019,65.3,12.8,4.9,0.4,40586.0,8071
2019,74.7,9.5,4.7,0.3,44725.0,8073
2019,77.2,13.2,4.1,1.2,44876.0,8075
2019,82.7,18.1,3.7,2.4,51971.0,8077
2019,78.7,24.4,1.0,3.0,50385.0,8079
2019,76.0,11.9,6.2,0.9,53010.0,8081
2019,67.9,17.4,2.5,0.6,45645.0,8083
2019,72.1,15.7,6.7,0.7,44865.0,8085
2019,74.5,10.8,13.2,1.5,51456.0,8087
2019,71.9,11.5,5.8,1.5,35051.0,8089
2019,81.7,29.1,2.2,2.2,61333.0,8091
2019,82.1,20.2,3.7,1.8,61644.0,8093
2019,77.6,15.1,10.3,2.1,50076.0,8095
2019,88.1,43.7,11.7,2.1,67755.0,8097
2019,75.5,11.1,10.0,0.6,41740.0,8099
2019,70.4,13.8,3.9,2.0,42386.0,8101
2019,72.4,13.5,3.4,0.2,57991.0,8103
2019,63.0,15.1,6.6,1.8,38534.0,8105
2019,88.4,34.1,5.9,1.3,67472.0,8107
2019,67.2,17.0,12.0,0.9,34765.0,8109
2019,78.8,25.2,0.9,0.0,46397.0,8111
2019,79.5,39.0,7.6,4.3,62243.0,8113
2019,64.3,13.5,3.3,0.0,49583.0,8115
2019,82.0,35.6,10.2,1.0,73538.0,8117
2019,86.5,21.1,3.0,1.2,66809.0,8119
2019,73.1,12.7,3.2,1.5,51458.0,8121
2019,81.0,18.6,8.8,1.6,66489.0,8123
2019,67.8,13.9,10.0,0.4,44668.0,8125
2019,85.6,25.8,21.7,3.3,89773.0,9001
2019,80.5,21.2,15.2,2.6,69936.0,9003
2019,83.5,20.3,7.8,2.8,76438.0,9005
2019,83.6,22.8,7.7,2.9,81673.0,9007
2019,78.9,18.8,12.0,2.4,64872.0,9009
2019,83.0,18.1,8.3,1.6,69411.0,9011
2019,85.8,22.5,7.1,1.7,81312.0,9013
2019,78.7,14.8,5.4,1.9,62553.0,9015
2019,80.8,14.5,6.0,1.3,57647.0,10001
2019,80.8,20.6,10.8,1.7,68336.0,10003
2019,75.8,14.5,7.2,1.3,57901.0,10005
2019,77.6,23.8,14.0,4.0,77649.0,11001
2019,81.4,21.1,10.0,2.0,45478.0,12001
2019,70.5,9.2,1.4,0.8,59506.0,12003
2019,80.4,14.4,5.7,1.6,50283.0,12005
2019,65.4,7.6,3.0,0.4,46106.0,12007
2019,83.0,17.5,8.6,2.0,51536.0,12009
2019,80.9,20.1,33.1,2.6,54895.0,12011
2019,60.1,7.3,4.0,0.3,36237.0,12013
2019,79.9,14.0,10.2,2.2,46511.0,12015
2019,78.5,11.5,5.3,1.3,40574.0,12017
2019,86.0,16.4,6.9,1.8,61971.0,12019
2019,81.4,20.5,24.3,1.6,62407.0,12021
2019,73.1,10.8,3.6,0.9,43504.0,12023
2019,50.0,7.9,17.5,0.6,35435.0,12027
2019,44.4,6.4,2.7,0.1,35910.0,12029
2019,78.4,19.4,10.3,1.9,51296.0,12031
2019,80.5,17.2,4.8,1.6,47361.0,12033
2019,78.7,14.9,11.1,2.6,51049.0,12035
2019,68.9,11.2,3.2,1.7,41267.0,12037
2019,57.9,10.6,5.3,2.0,39830.0,12039
2019,62.5,8.5,2.9,1.5,42934.0,12041
2019,48.6,7.5,11.4,1.9,37385.0,12043
2019,76.4,12.6,2.5,0.8,44647.0,12045
2019,61.6,7.4,3.3,0.9,36209.0,12047
2019,54.9,7.0,13.1,1.2,39063.0,12049
2019,61.6,5.3,27.6,0.8,37966.0,12051
2019,78.8,11.3,6.9,1.4,44324.0,12053
2019,67.6,10.9,11.1,0.9,36374.0,12055
2019,82.5,20.4,16.5,2.8,53742.0,12057
2019,65.3,8.0,1.9,1.1,37474.0,12059
2019,78.5,17.1,10.3,1.5,49009.0,12061
2019,64.5,8.0,3.2,1.2,36944.0,12063
2019,66.8,12.7,3.1,0.5,47599.0,12065
2019,67.0,6.8,4.7,0.2,41512.0,12067
2019,80.4,14.5,8.3,2.8,49734.0,12069
2019,79.8,17.1,16.1,2.0,52052.0,12071
2019,84.2,25.6,6.7,1.8,49941.0,12073
2019,59.3,7.6,3.7,0.6,36554.0,12075
2019,59.3,7.0,4.2,0.4,36741.0,12077
2019,56.8,7.4,4.0,0.0,31816.0,12079
2019,77.6,17.9,12.6,1.7,53408.0,12081
2019,74.8,12.9,7.2,1.9,41964.0,12083
2019,81.6,20.1,10.2,1.6,55588.0,12085
2019,73.2,17.8,52.9,2.2,46338.0,12086
2019,77.6,19.8,18.5,1.6,63030.0,12087
2019,80.8,17.4,3.5,2.3,64294.0,12089
2019,80.3,18.6,6.8,1.1,59955.0,12091
2019,58.1,7.9,12.5,1.1,39059.0,12093
2019,83.3,21.9,20.7,2.3,51586.0,12095
2019,72.1,13.3,19.9,1.4,47343.0,12097
2019,80.8,21.8,24.6,2.2,57256.0,12099
2019,78.6,15.0,9.3,2.5,48289.0,12101
2019,78.7,19.5,11.8,2.2,48968.0,12103
2019,64.8,13.0,10.0,1.6,45988.0,12105
2019,62.7,7.9,3.9,1.4,33619.0,12107
2019,85.2,27.3,6.9,1.4,73640.0,12109
2019,79.2,12.8,16.3,2.0,47132.0,12111
2019,84.5,17.9,4.7,1.8,62731.0,12113
2019,81.5,20.2,12.4,2.1,55236.0,12115
2019,88.7,25.4,12.4,3.6,60739.0,12117
2019,81.6,18.1,5.6,1.8,54771.0,12119
2019,73.4,9.7,5.3,1.3,40600.0,12121
2019,64.7,5.9,2.6,0.4,37188.0,12123
2019,57.6,6.4,2.8,0.3,37460.0,12125
2019,75.7,14.8,7.5,2.2,43838.0,12127
2019,75.2,12.0,1.8,1.5,57866.0,12129
2019,77.0,17.7,5.9,1.1,50619.0,12131
2019,66.2,7.2,2.8,1.9,36989.0,12133
2019,49.6,6.6,4.1,2.8,37089.0,13001
2019,50.9,4.8,12.3,0.0,33063.0,13003
2019,61.1,7.2,5.2,3.3,38824.0,13005
2019,44.7,6.0,3.8,2.0,43867.0,13007
2019,67.8,10.7,2.4,1.1,37008.0,13009
2019,60.7,7.3,4.9,1.3,42182.0,13011
2019,78.7,11.8,7.3,1.2,56119.0,13013
2019,78.3,12.8,5.2,1.5,52393.0,13015
2019,59.5,6.2,3.0,0.9,32344.0,13017
2019,59.9,7.3,3.4,1.2,38297.0,13019
2019,67.7,14.9,3.5,1.7,38183.0,13021
2019,63.3,9.3,2.0,0.7,40688.0,13023
2019,59.3,4.4,1.3,3.1,36812.0,13025
2019,70.2,9.6,3.9,0.6,34890.0,13027
2019,82.7,20.5,4.2,0.7,68589.0,13029
2019,68.7,15.5,3.3,1.1,39305.0,13031
2019,62.1,7.1,1.9,1.6,38707.0,13033
2019,64.4,7.1,2.9,0.8,39655.0,13035
2019,60.7,6.0,4.1,0.3,29617.0,13037
2019,82.3,14.9,4.0,2.4,53687.0,13039
2019,52.5,9.4,5.1,0.8,33125.0,13043
2019,75.3,12.1,3.9,1.4,46844.0,13045
2019,77.9,13.7,2.3,2.3,54537.0,13047
2019,60.4,2.8,9.4,0.6,43257.0,13049
2019,80.6,20.3,6.4,1.7,52215.0,13051
2019,75.2,24.7,6.5,2.6,46096.0,13053
2019,67.9,5.9,2.9,1.2,35718.0,13055
2019,90.4,24.5,8.6,4.1,75477.0,13057
2019,76.2,20.7,10.3,1.2,34557.0,13059
2019,54.6,3.0,0.3,0.0,23315.0,13061
2019,75.2,12.9,13.9,2.0,44106.0,13063
2019,45.2,7.5,2.8,0.0,21838.0,13065
2019,87.6,29.6,15.8,4.4,72004.0,13067
2019,59.3,8.5,6.5,0.4,36572.0,13069
2019,67.8,7.1,10.9,0.3,34503.0,13071
2019,80.2,21.3,7.0,1.9,74162.0,13073
2019,59.8,9.3,2.6,1.5,35539.0,13075
2019,81.5,19.7,6.2,1.7,67570.0,13077
2019,64.8,7.4,2.0,2.2,41032.0,13079
2019,55.1,8.5,2.8,0.7,33194.0,13081
2019,68.6,9.1,2.2,0.9,43163.0,13083
2019,81.0,19.4,2.9,2.0,62284.0,13085
2019,52.7,8.1,2.7,1.5,36934.0,13087
2019,81.0,24.4,16.3,4.0,55876.0,13089
2019,53.0,8.5,1.6,1.4,35290.0,13091
2019,53.7,6.7,3.9,2.1,33389.0,13093
2019,68.7,11.8,2.5,1.8,34541.0,13095
2019,77.7,16.3,8.5,3.0,59333.0,13097
2019,52.0,10.0,2.5,0.2,29493.0,13099
2019,47.7,4.8,7.9,0.5,34315.0,13101
2019,80.3,13.0,2.9,1.4,64279.0,13103
2019,52.8,6.4,2.5,0.7,35207.0,13105
2019,59.4,6.8,2.0,0.3,33089.0,13107
2019,63.7,10.0,3.8,1.1,38736.0,13109
2019,74.6,11.9,2.0,2.6,43344.0,13111
2019,88.7,29.4,10.0,3.3,84861.0,13113
2019,75.5,12.2,6.7,1.6,46096.0,13115
2019,91.2,33.4,15.9,5.7,96445.0,13117
2019,59.5,8.1,3.1,0.9,39246.0,13119
2019,80.9,29.9,12.7,5.0,61336.0,13121
2019,71.7,11.6,6.6,2.3,46211.0,13123
2019,61.9,7.2,0.5,0.8,45273.0,13125
2019,75.9,17.9,5.5,1.1,47546.0,13127
2019,68.6,8.1,9.4,0.5,43452.0,13129
2019,67.9,8.4,5.8,2.8,39462.0,13131
2019,64.9,13.9,4.8,2.1,45069.0,13133
2019,85.8,23.3,25.0,3.7,64496.0,13135
2019,62.5,10.1,9.2,1.9,44474.0,13137
2019,78.8,14.7,16.5,1.4,55622.0,13139
2019,43.6,4.9,2.1,1.0,29268.0,13141
2019,68.6,7.9,1.4,2.9,43663.0,13143
2019,76.9,16.5,2.2,2.5,69539.0,13145
2019,61.1,8.3,2.5,1.6,41216.0,13147
2019,59.9,6.2,1.0,0.0,44897.0,13149
2019,87.3,17.9,7.7,2.4,64752.0,13151
2019,76.9,15.5,5.6,0.7,55965.0,13153
2019,59.0,6.4,0.8,2.7,34677.0,13155
2019,74.8,12.8,5.2,1.6,57999.0,13157
2019,63.0,5.7,3.0,3.4,42067.0,13159
2019,52.1,6.0,4.6,0.5,37267.0,13161
2019,44.2,7.5,2.3,0.2,29640.0,13163
2019,46.6,5.0,4.2,0.7,27197.0,13165
2019,54.8,6.0,0.6,0.7,36423.0,13167
2019,77.7,12.3,0.9,0.8,55110.0,13169
2019,67.5,12.8,2.8,0.3,41157.0,13171
2019,50.1,10.6,1.7,0.1,31109.0,13173
2019,54.5,8.4,2.0,1.6,35202.0,13175
2019,83.0,15.1,3.5,1.1,65018.0,13177
2019,80.2,13.5,5.9,0.8,43493.0,13179
2019,53.7,7.9,1.2,1.0,37711.0,13181
2019,76.7,10.1,6.8,1.4,53083.0,13183
2019,66.2,14.9,4.3,2.1,39911.0,13185
2019,75.1,15.0,3.7,0.6,43039.0,13187
2019,57.5,9.7,2.3,2.3,40469.0,13189
2019,69.0,8.3,1.7,1.9,43285.0,13191
2019,56.7,5.2,2.7,0.3,30851.0,13193
2019,66.9,9.3,4.1,1.0,47653.0,13195
2019,52.4,7.0,2.8,0.4,39015.0,13197
2019,54.4,6.4,1.1,0.7,36368.0,13199
2019,44.7,7.6,0.1,0.5,37255.0,13201
2019,58.4,8.3,2.7,0.9,34122.0,13205
2019,70.1,12.3,2.6,2.5,50666.0,13207
2019,68.8,8.8,6.1,1.8,40308.0,13209
2019,71.5,13.5,1.5,2.3,59572.0,13211
2019,73.6,5.6,7.5,1.0,41617.0,13213
2019,72.4,16.0,5.7,1.7,43239.0,13215
2019,80.2,12.6,5.9,1.8,52784.0,13217
2019,83.4,23.0,5.9,1.3,77388.0,13219
2019,61.6,9.6,2.2,0.7,43938.0,13221
2019,82.9,16.0,5.4,3.0,63669.0,13223
2019,72.2,11.9,5.2,2.0,43645.0,13225
2019,80.8,15.8,2.9,2.5,61542.0,13227
2019,61.0,6.6,2.3,0.7,39863.0,13229
2019,74.8,11.1,1.4,1.8,52377.0,13231
2019,69.2,7.5,6.9,1.9,40652.0,13233
2019,58.8,6.7,1.7,1.3,38750.0,13235
2019,75.9,14.6,6.2,0.9,48340.0,13237
2019,45.5,5.2,4.2,0.0,26750.0,13239
2019,69.0,14.2,5.6,2.4,39297.0,13241
2019,60.7,6.9,2.0,0.3,30640.0,13243
2019,69.2,13.0,3.6,1.8,39430.0,13245
2019,76.5,17.3,10.3,3.4,54175.0,13247
2019,69.7,8.1,1.4,2.3,41267.0,13249
2019,65.3,9.5,1.2,1.8,36556.0,13251
2019,55.9,9.3,1.3,0.2,33999.0,13253
2019,65.6,10.5,3.2,1.7,42398.0,13255
2019,66.6,10.6,2.2,2.3,39756.0,13257
2019,51.7,9.6,30.7,2.4,22413.0,13259
